Array riordinato: 
Elemento 39260: 11.2377
Elemento 39261: 11.2377
Elemento 39262: 11.2377
Elemento 39263: 11.2379
Elemento 39264: 11.2382
Elemento 39265: 11.2383
Elemento 39266: 11.2383
Elemento 39267: 11.2384
Elemento 39268: 11.2387
Elemento 39269: 11.239
Elemento 39270: 11.2392
Elemento 39271: 11.2394
Elemento 39272: 11.2395
Elemento 39273: 11.2396
Elemento 39274: 11.2399
Elemento 39275: 11.24
Elemento 39276: 11.24
Elemento 39277: 11.24
Elemento 39278: 11.24
Elemento 39279: 11.2401
Elemento 39280: 11.2401
Elemento 39281: 11.2401
Elemento 39282: 11.2402
Elemento 39283: 11.2406
Elemento 39284: 11.2407
Elemento 39285: 11.2408
Elemento 39286: 11.2408
Elemento 39287: 11.241
Elemento 39288: 11.2411
Elemento 39289: 11.2412
Elemento 39290: 11.2412
Elemento 39291: 11.2412
Elemento 39292: 11.2413
Elemento 39293: 11.2413
Elemento 39294: 11.2413
Elemento 39295: 11.2415
Elemento 39296: 11.2416
Elemento 39297: 11.2418
Elemento 39298: 11.242
Elemento 39299: 11.242
Elemento 39300: 11.2423
Elemento 39301: 11.2423
Elemento 39302: 11.2424
Elemento 39303: 11.2424
Elemento 39304: 11.2424
Elemento 39305: 11.2424
Elemento 39306: 11.2425
Elemento 39307: 11.2427
Elemento 39308: 11.2427
Elemento 39309: 11.2428
Elemento 39310: 11.2429
Elemento 39311: 11.2429
Elemento 39312: 11.243
Elemento 39313: 11.2431
Elemento 39314: 11.2431
Elemento 39315: 11.2432
Elemento 39316: 11.2432
Elemento 39317: 11.2433
Elemento 39318: 11.2434
Elemento 39319: 11.2434
Elemento 39320: 11.2435
Elemento 39321: 11.2435
Elemento 39322: 11.2435
Elemento 39323: 11.2438
Elemento 39324: 11.2438
Elemento 39325: 11.2438
Elemento 39326: 11.244
Elemento 39327: 11.2441
Elemento 39328: 11.2443
Elemento 39329: 11.2443
Elemento 39330: 11.2444
Elemento 39331: 11.2444
Elemento 39332: 11.2445
Elemento 39333: 11.2445
Elemento 39334: 11.2446
Elemento 39335: 11.2449
Elemento 39336: 11.2449
Elemento 39337: 11.2449
Elemento 39338: 11.2453
Elemento 39339: 11.2454
Elemento 39340: 11.2455
Elemento 39341: 11.2457
Elemento 39342: 11.2457
Elemento 39343: 11.2458
Elemento 39344: 11.2459
Elemento 39345: 11.2459
Elemento 39346: 11.246
Elemento 39347: 11.246
Elemento 39348: 11.2461
Elemento 39349: 11.2461
Elemento 39350: 11.2462
Elemento 39351: 11.2462
Elemento 39352: 11.2462
Elemento 39353: 11.2462
Elemento 39354: 11.2463
Elemento 39355: 11.2463
Elemento 39356: 11.2466
Elemento 39357: 11.2468
Elemento 39358: 11.2469
Elemento 39359: 11.247
Elemento 39360: 11.247
Elemento 39361: 11.247
Elemento 39362: 11.2472
Elemento 39363: 11.2473
Elemento 39364: 11.2475
Elemento 39365: 11.2476
Elemento 39366: 11.2479
Elemento 39367: 11.2479
Elemento 39368: 11.2481
Elemento 39369: 11.2481
Elemento 39370: 11.2482
Elemento 39371: 11.2483
Elemento 39372: 11.2484
Elemento 39373: 11.249
Elemento 39374: 11.249
Elemento 39375: 11.2492
Elemento 39376: 11.2493
Elemento 39377: 11.2493
Elemento 39378: 11.2495
Elemento 39379: 11.2495
Elemento 39380: 11.2495
Elemento 39381: 11.2496
Elemento 39382: 11.2496
Elemento 39383: 11.2496
Elemento 39384: 11.2499
Elemento 39385: 11.2499
Elemento 39386: 11.2501
Elemento 39387: 11.2505
Elemento 39388: 11.2505
Elemento 39389: 11.2506
Elemento 39390: 11.2507
Elemento 39391: 11.2509
Elemento 39392: 11.251
Elemento 39393: 11.2513
Elemento 39394: 11.2513
Elemento 39395: 11.2513
Elemento 39396: 11.2513
Elemento 39397: 11.2515
Elemento 39398: 11.2516
Elemento 39399: 11.2516
Elemento 39400: 11.2517
Elemento 39401: 11.2517
Elemento 39402: 11.2518
Elemento 39403: 11.2522
Elemento 39404: 11.2522
Elemento 39405: 11.2526
Elemento 39406: 11.2527
Elemento 39407: 11.2529
Elemento 39408: 11.2529
Elemento 39409: 11.2529
Elemento 39410: 11.2529
Elemento 39411: 11.2529
Elemento 39412: 11.253
Elemento 39413: 11.2531
Elemento 39414: 11.2531
Elemento 39415: 11.2533
Elemento 39416: 11.2534
Elemento 39417: 11.2534
Elemento 39418: 11.2535
Elemento 39419: 11.2537
Elemento 39420: 11.2537
Elemento 39421: 11.2539
Elemento 39422: 11.2541
Elemento 39423: 11.2542
Elemento 39424: 11.2543
Elemento 39425: 11.2544
Elemento 39426: 11.2545
Elemento 39427: 11.2546
Elemento 39428: 11.2546
Elemento 39429: 11.255
Elemento 39430: 11.2552
Elemento 39431: 11.2552
Elemento 39432: 11.2554
Elemento 39433: 11.2555
Elemento 39434: 11.2557
Elemento 39435: 11.2557
Elemento 39436: 11.2558
Elemento 39437: 11.2558
Elemento 39438: 11.2559
Elemento 39439: 11.2559
Elemento 39440: 11.2559
Elemento 39441: 11.2559
Elemento 39442: 11.2562
Elemento 39443: 11.2566
Elemento 39444: 11.2567
Elemento 39445: 11.2567
Elemento 39446: 11.257
Elemento 39447: 11.257
Elemento 39448: 11.2571
Elemento 39449: 11.2572
Elemento 39450: 11.2572
Elemento 39451: 11.2577
Elemento 39452: 11.2579
Elemento 39453: 11.258
Elemento 39454: 11.2581
Elemento 39455: 11.2581
Elemento 39456: 11.2583
Elemento 39457: 11.2584
Elemento 39458: 11.2584
Elemento 39459: 11.2585
Elemento 39460: 11.2586
Elemento 39461: 11.2587
Elemento 39462: 11.2587
Elemento 39463: 11.2591
Elemento 39464: 11.2591
Elemento 39465: 11.2592
Elemento 39466: 11.2593
Elemento 39467: 11.2593
Elemento 39468: 11.2594
Elemento 39469: 11.2596
Elemento 39470: 11.2597
Elemento 39471: 11.2597
Elemento 39472: 11.2604
Elemento 39473: 11.2606
Elemento 39474: 11.2607
Elemento 39475: 11.2608
Elemento 39476: 11.2608
Elemento 39477: 11.2608
Elemento 39478: 11.261
Elemento 39479: 11.2612
Elemento 39480: 11.2612
Elemento 39481: 11.2615
Elemento 39482: 11.2618
Elemento 39483: 11.2621
Elemento 39484: 11.2622
Elemento 39485: 11.2624
Elemento 39486: 11.2624
Elemento 39487: 11.2624
Elemento 39488: 11.2625
Elemento 39489: 11.2626
Elemento 39490: 11.2628
Elemento 39491: 11.2629
Elemento 39492: 11.2633
Elemento 39493: 11.2634
Elemento 39494: 11.2634
Elemento 39495: 11.2637
Elemento 39496: 11.2638
Elemento 39497: 11.2639
Elemento 39498: 11.2642
Elemento 39499: 11.2642
Elemento 39500: 11.2644
Elemento 39501: 11.2646
Elemento 39502: 11.2647
Elemento 39503: 11.2647
Elemento 39504: 11.2648
Elemento 39505: 11.2648
Elemento 39506: 11.265
Elemento 39507: 11.2651
Elemento 39508: 11.2652
Elemento 39509: 11.2652
Elemento 39510: 11.2657
Elemento 39511: 11.2659
Elemento 39512: 11.2659
Elemento 39513: 11.2661
Elemento 39514: 11.2664
Elemento 39515: 11.2665
Elemento 39516: 11.2665
Elemento 39517: 11.2666
Elemento 39518: 11.2666
Elemento 39519: 11.2667
Elemento 39520: 11.2667
Elemento 39521: 11.2667
Elemento 39522: 11.2668
Elemento 39523: 11.2669
Elemento 39524: 11.2671
Elemento 39525: 11.2676
Elemento 39526: 11.2677
Elemento 39527: 11.2678
Elemento 39528: 11.2681
Elemento 39529: 11.2681
Elemento 39530: 11.2683
Elemento 39531: 11.2684
Elemento 39532: 11.2685
Elemento 39533: 11.2686
Elemento 39534: 11.2687
Elemento 39535: 11.2687
Elemento 39536: 11.2688
Elemento 39537: 11.2689
Elemento 39538: 11.2689
Elemento 39539: 11.2689
Elemento 39540: 11.269
Elemento 39541: 11.269
Elemento 39542: 11.2692
Elemento 39543: 11.2693
Elemento 39544: 11.2693
Elemento 39545: 11.2695
Elemento 39546: 11.2696
Elemento 39547: 11.2697
Elemento 39548: 11.2697
Elemento 39549: 11.27
Elemento 39550: 11.2702
Elemento 39551: 11.2705
Elemento 39552: 11.2706
Elemento 39553: 11.2706
Elemento 39554: 11.2708
Elemento 39555: 11.271
Elemento 39556: 11.271
Elemento 39557: 11.2711
Elemento 39558: 11.2713
Elemento 39559: 11.2713
Elemento 39560: 11.2717
Elemento 39561: 11.2718
Elemento 39562: 11.272
Elemento 39563: 11.272
Elemento 39564: 11.272
Elemento 39565: 11.2724
Elemento 39566: 11.2725
Elemento 39567: 11.2729
Elemento 39568: 11.2729
Elemento 39569: 11.273
Elemento 39570: 11.273
Elemento 39571: 11.2731
Elemento 39572: 11.2733
Elemento 39573: 11.2734
Elemento 39574: 11.2736
Elemento 39575: 11.2737
Elemento 39576: 11.2739
Elemento 39577: 11.274
Elemento 39578: 11.2741
Elemento 39579: 11.2742
Elemento 39580: 11.2743
Elemento 39581: 11.2744
Elemento 39582: 11.2745
Elemento 39583: 11.2747
Elemento 39584: 11.2748
Elemento 39585: 11.2748
Elemento 39586: 11.2751
Elemento 39587: 11.2751
Elemento 39588: 11.2751
Elemento 39589: 11.2753
Elemento 39590: 11.2757
Elemento 39591: 11.2757
Elemento 39592: 11.2758
Elemento 39593: 11.2758
Elemento 39594: 11.2759
Elemento 39595: 11.2761
Elemento 39596: 11.2761
Elemento 39597: 11.2761
Elemento 39598: 11.2761
Elemento 39599: 11.2762
Elemento 39600: 11.2763
Elemento 39601: 11.2769
Elemento 39602: 11.2769
Elemento 39603: 11.2773
Elemento 39604: 11.2774
Elemento 39605: 11.2776
Elemento 39606: 11.2777
Elemento 39607: 11.2778
Elemento 39608: 11.278
Elemento 39609: 11.278
Elemento 39610: 11.2781
Elemento 39611: 11.2782
Elemento 39612: 11.2782
Elemento 39613: 11.2783
Elemento 39614: 11.2784
Elemento 39615: 11.2785
Elemento 39616: 11.2787
Elemento 39617: 11.2788
Elemento 39618: 11.2792
Elemento 39619: 11.2794
Elemento 39620: 11.2794
Elemento 39621: 11.2795
Elemento 39622: 11.2795
Elemento 39623: 11.2795
Elemento 39624: 11.2797
Elemento 39625: 11.2797
Elemento 39626: 11.2799
Elemento 39627: 11.28
Elemento 39628: 11.28
Elemento 39629: 11.2801
Elemento 39630: 11.2802
Elemento 39631: 11.2802
Elemento 39632: 11.2803
Elemento 39633: 11.2803
Elemento 39634: 11.2804
Elemento 39635: 11.2806
Elemento 39636: 11.2809
Elemento 39637: 11.281
Elemento 39638: 11.281
Elemento 39639: 11.281
Elemento 39640: 11.2812
Elemento 39641: 11.2812
Elemento 39642: 11.2812
Elemento 39643: 11.2816
Elemento 39644: 11.2819
Elemento 39645: 11.2825
Elemento 39646: 11.2826
Elemento 39647: 11.2828
Elemento 39648: 11.283
Elemento 39649: 11.283
Elemento 39650: 11.2831
Elemento 39651: 11.2834
Elemento 39652: 11.2834
Elemento 39653: 11.2835
Elemento 39654: 11.2837
Elemento 39655: 11.2838
Elemento 39656: 11.284
Elemento 39657: 11.2841
Elemento 39658: 11.2841
Elemento 39659: 11.2842
Elemento 39660: 11.2843
Elemento 39661: 11.2845
Elemento 39662: 11.2845
Elemento 39663: 11.2847
Elemento 39664: 11.2847
Elemento 39665: 11.2849
Elemento 39666: 11.285
Elemento 39667: 11.2853
Elemento 39668: 11.2854
Elemento 39669: 11.2854
Elemento 39670: 11.2857
Elemento 39671: 11.286
Elemento 39672: 11.2861
Elemento 39673: 11.2861
Elemento 39674: 11.2863
Elemento 39675: 11.2864
Elemento 39676: 11.2864
Elemento 39677: 11.2865
Elemento 39678: 11.2866
Elemento 39679: 11.287
Elemento 39680: 11.2871
Elemento 39681: 11.2871
Elemento 39682: 11.2872
Elemento 39683: 11.2878
Elemento 39684: 11.2878
Elemento 39685: 11.2881
Elemento 39686: 11.2883
Elemento 39687: 11.2883
Elemento 39688: 11.2883
Elemento 39689: 11.2884
Elemento 39690: 11.289
Elemento 39691: 11.2892
Elemento 39692: 11.2893
Elemento 39693: 11.2893
Elemento 39694: 11.2894
Elemento 39695: 11.2896
Elemento 39696: 11.2897
Elemento 39697: 11.2898
Elemento 39698: 11.2899
Elemento 39699: 11.29
Elemento 39700: 11.29
Elemento 39701: 11.2902
Elemento 39702: 11.2903
Elemento 39703: 11.2906
Elemento 39704: 11.2906
Elemento 39705: 11.2909
Elemento 39706: 11.2914
Elemento 39707: 11.2917
Elemento 39708: 11.2917
Elemento 39709: 11.2918
Elemento 39710: 11.2918
Elemento 39711: 11.2922
Elemento 39712: 11.2922
Elemento 39713: 11.2922
Elemento 39714: 11.2925
Elemento 39715: 11.2926
Elemento 39716: 11.2926
Elemento 39717: 11.2927
Elemento 39718: 11.2928
Elemento 39719: 11.293
Elemento 39720: 11.2931
Elemento 39721: 11.2932
Elemento 39722: 11.2935
Elemento 39723: 11.2936
Elemento 39724: 11.2938
Elemento 39725: 11.2942
Elemento 39726: 11.2943
Elemento 39727: 11.2949
Elemento 39728: 11.295
Elemento 39729: 11.2952
Elemento 39730: 11.2953
Elemento 39731: 11.2954
Elemento 39732: 11.2956
Elemento 39733: 11.2956
Elemento 39734: 11.2958
Elemento 39735: 11.2958
Elemento 39736: 11.2959
Elemento 39737: 11.296
Elemento 39738: 11.2962
Elemento 39739: 11.2963
Elemento 39740: 11.2964
Elemento 39741: 11.2965
Elemento 39742: 11.2966
Elemento 39743: 11.2967
Elemento 39744: 11.2968
Elemento 39745: 11.2968
Elemento 39746: 11.297
Elemento 39747: 11.2971
Elemento 39748: 11.2971
Elemento 39749: 11.2972
Elemento 39750: 11.2972
Elemento 39751: 11.2972
Elemento 39752: 11.2972
Elemento 39753: 11.2974
Elemento 39754: 11.2977
Elemento 39755: 11.2978
Elemento 39756: 11.2979
Elemento 39757: 11.2979
Elemento 39758: 11.2979
Elemento 39759: 11.298
Elemento 39760: 11.2981
Elemento 39761: 11.2982
Elemento 39762: 11.2982
Elemento 39763: 11.2982
Elemento 39764: 11.2983
Elemento 39765: 11.2984
Elemento 39766: 11.2984
Elemento 39767: 11.2986
Elemento 39768: 11.2989
Elemento 39769: 11.2991
Elemento 39770: 11.2992
Elemento 39771: 11.2994
Elemento 39772: 11.2997
Elemento 39773: 11.2997
Elemento 39774: 11.2997
Elemento 39775: 11.2998
Elemento 39776: 11.2998
Elemento 39777: 11.2999
Elemento 39778: 11.3
Elemento 39779: 11.3001
Elemento 39780: 11.3001
Elemento 39781: 11.3003
Elemento 39782: 11.3004
Elemento 39783: 11.3006
Elemento 39784: 11.3007
Elemento 39785: 11.3009
Elemento 39786: 11.301
Elemento 39787: 11.301
Elemento 39788: 11.3012
Elemento 39789: 11.3012
Elemento 39790: 11.3013
Elemento 39791: 11.3018
Elemento 39792: 11.3024
Elemento 39793: 11.3025
Elemento 39794: 11.3025
Elemento 39795: 11.3025
Elemento 39796: 11.3028
Elemento 39797: 11.3029
Elemento 39798: 11.303
Elemento 39799: 11.303
Elemento 39800: 11.3031
Elemento 39801: 11.3034
Elemento 39802: 11.3034
Elemento 39803: 11.3037
Elemento 39804: 11.3038
Elemento 39805: 11.3038
Elemento 39806: 11.3039
Elemento 39807: 11.3039
Elemento 39808: 11.304
Elemento 39809: 11.3041
Elemento 39810: 11.3041
Elemento 39811: 11.3042
Elemento 39812: 11.3042
Elemento 39813: 11.3044
Elemento 39814: 11.3045
Elemento 39815: 11.3048
Elemento 39816: 11.3049
Elemento 39817: 11.305
Elemento 39818: 11.3052
Elemento 39819: 11.3052
Elemento 39820: 11.3052
Elemento 39821: 11.3054
Elemento 39822: 11.3055
Elemento 39823: 11.3058
Elemento 39824: 11.3058
Elemento 39825: 11.306
Elemento 39826: 11.306
Elemento 39827: 11.3067
Elemento 39828: 11.3068
Elemento 39829: 11.3068
Elemento 39830: 11.3068
Elemento 39831: 11.307
Elemento 39832: 11.307
Elemento 39833: 11.3071
Elemento 39834: 11.3071
Elemento 39835: 11.3071
Elemento 39836: 11.3072
Elemento 39837: 11.3072
Elemento 39838: 11.3075
Elemento 39839: 11.3077
Elemento 39840: 11.3078
Elemento 39841: 11.3079
Elemento 39842: 11.308
Elemento 39843: 11.3081
Elemento 39844: 11.3081
Elemento 39845: 11.3082
Elemento 39846: 11.3083
Elemento 39847: 11.3083
Elemento 39848: 11.3085
Elemento 39849: 11.3085
Elemento 39850: 11.3086
Elemento 39851: 11.3086
Elemento 39852: 11.3088
Elemento 39853: 11.3089
Elemento 39854: 11.3091
Elemento 39855: 11.3091
Elemento 39856: 11.3091
Elemento 39857: 11.3092
Elemento 39858: 11.3092
Elemento 39859: 11.3093
Elemento 39860: 11.3094
Elemento 39861: 11.3094
Elemento 39862: 11.3094
Elemento 39863: 11.3095
Elemento 39864: 11.3096
Elemento 39865: 11.3098
Elemento 39866: 11.3098
Elemento 39867: 11.3099
Elemento 39868: 11.31
Elemento 39869: 11.3102
Elemento 39870: 11.3102
Elemento 39871: 11.3102
Elemento 39872: 11.3103
Elemento 39873: 11.3106
Elemento 39874: 11.3106
Elemento 39875: 11.3106
Elemento 39876: 11.3106
Elemento 39877: 11.3108
Elemento 39878: 11.3112
Elemento 39879: 11.3113
Elemento 39880: 11.3114
Elemento 39881: 11.3115
Elemento 39882: 11.3118
Elemento 39883: 11.3122
Elemento 39884: 11.3122
Elemento 39885: 11.3122
Elemento 39886: 11.3123
Elemento 39887: 11.3123
Elemento 39888: 11.3124
Elemento 39889: 11.3124
Elemento 39890: 11.3129
Elemento 39891: 11.313
Elemento 39892: 11.3131
Elemento 39893: 11.3131
Elemento 39894: 11.3132
Elemento 39895: 11.3133
Elemento 39896: 11.3134
Elemento 39897: 11.3141
Elemento 39898: 11.3144
Elemento 39899: 11.3145
Elemento 39900: 11.3145
Elemento 39901: 11.3146
Elemento 39902: 11.3146
Elemento 39903: 11.3147
Elemento 39904: 11.3147
Elemento 39905: 11.3149
Elemento 39906: 11.3149
Elemento 39907: 11.3149
Elemento 39908: 11.315
Elemento 39909: 11.315
Elemento 39910: 11.315
Elemento 39911: 11.3152
Elemento 39912: 11.3155
Elemento 39913: 11.3155
Elemento 39914: 11.3155
Elemento 39915: 11.3156
Elemento 39916: 11.3159
Elemento 39917: 11.3159
Elemento 39918: 11.3162
Elemento 39919: 11.3164
Elemento 39920: 11.3166
Elemento 39921: 11.3167
Elemento 39922: 11.3168
Elemento 39923: 11.3171
Elemento 39924: 11.3173
Elemento 39925: 11.3175
Elemento 39926: 11.3175
Elemento 39927: 11.3175
Elemento 39928: 11.3176
Elemento 39929: 11.3177
Elemento 39930: 11.3178
Elemento 39931: 11.3181
Elemento 39932: 11.3182
Elemento 39933: 11.3183
Elemento 39934: 11.3188
Elemento 39935: 11.3188
Elemento 39936: 11.319
Elemento 39937: 11.3191
Elemento 39938: 11.3192
Elemento 39939: 11.3194
Elemento 39940: 11.3196
Elemento 39941: 11.3196
Elemento 39942: 11.3197
Elemento 39943: 11.3197
Elemento 39944: 11.3201
Elemento 39945: 11.3202
Elemento 39946: 11.3203
Elemento 39947: 11.3204
Elemento 39948: 11.3204
Elemento 39949: 11.3205
Elemento 39950: 11.3207
Elemento 39951: 11.3207
Elemento 39952: 11.3208
Elemento 39953: 11.3209
Elemento 39954: 11.321
Elemento 39955: 11.3211
Elemento 39956: 11.3212
Elemento 39957: 11.3213
Elemento 39958: 11.3218
Elemento 39959: 11.3219
Elemento 39960: 11.3219
Elemento 39961: 11.322
Elemento 39962: 11.3221
Elemento 39963: 11.3227
Elemento 39964: 11.3228
Elemento 39965: 11.3228
Elemento 39966: 11.3228
Elemento 39967: 11.3229
Elemento 39968: 11.323
Elemento 39969: 11.3233
Elemento 39970: 11.3235
Elemento 39971: 11.3236
Elemento 39972: 11.3237
Elemento 39973: 11.3237
Elemento 39974: 11.3238
Elemento 39975: 11.324
Elemento 39976: 11.3241
Elemento 39977: 11.3241
Elemento 39978: 11.3242
Elemento 39979: 11.3242
Elemento 39980: 11.3244
Elemento 39981: 11.3245
Elemento 39982: 11.3246
Elemento 39983: 11.3246
Elemento 39984: 11.3247
Elemento 39985: 11.3247
Elemento 39986: 11.3247
Elemento 39987: 11.3249
Elemento 39988: 11.3249
Elemento 39989: 11.3251
Elemento 39990: 11.3252
Elemento 39991: 11.3253
Elemento 39992: 11.3255
Elemento 39993: 11.3255
Elemento 39994: 11.3257
Elemento 39995: 11.3257
Elemento 39996: 11.3262
Elemento 39997: 11.3263
Elemento 39998: 11.3264
Elemento 39999: 11.3264
Elemento 40000: 11.3267
Elemento 40001: 11.3271
Elemento 40002: 11.3272
Elemento 40003: 11.3274
Elemento 40004: 11.3274
Elemento 40005: 11.3275
Elemento 40006: 11.328
Elemento 40007: 11.3281
Elemento 40008: 11.3283
Elemento 40009: 11.3284
Elemento 40010: 11.3289
Elemento 40011: 11.3289
Elemento 40012: 11.329
Elemento 40013: 11.3291
Elemento 40014: 11.3292
Elemento 40015: 11.3292
Elemento 40016: 11.3294
Elemento 40017: 11.3295
Elemento 40018: 11.3295
Elemento 40019: 11.3296
Elemento 40020: 11.3299
Elemento 40021: 11.33
Elemento 40022: 11.33
Elemento 40023: 11.3301
Elemento 40024: 11.3301
Elemento 40025: 11.3303
Elemento 40026: 11.3304
Elemento 40027: 11.3305
Elemento 40028: 11.3307
Elemento 40029: 11.3307
Elemento 40030: 11.3307
Elemento 40031: 11.3307
Elemento 40032: 11.3308
Elemento 40033: 11.3308
Elemento 40034: 11.331
Elemento 40035: 11.3311
Elemento 40036: 11.3312
Elemento 40037: 11.3312
Elemento 40038: 11.3312
Elemento 40039: 11.3314
Elemento 40040: 11.3317
Elemento 40041: 11.3319
Elemento 40042: 11.3321
Elemento 40043: 11.3321
Elemento 40044: 11.3322
Elemento 40045: 11.3323
Elemento 40046: 11.3325
Elemento 40047: 11.3328
Elemento 40048: 11.3328
Elemento 40049: 11.333
Elemento 40050: 11.3333
Elemento 40051: 11.3334
Elemento 40052: 11.3336
Elemento 40053: 11.3336
Elemento 40054: 11.3337
Elemento 40055: 11.3337
Elemento 40056: 11.3338
Elemento 40057: 11.3339
Elemento 40058: 11.3341
Elemento 40059: 11.3341
Elemento 40060: 11.3342
Elemento 40061: 11.3342
Elemento 40062: 11.3345
Elemento 40063: 11.3345
Elemento 40064: 11.3345
Elemento 40065: 11.3348
Elemento 40066: 11.3348
Elemento 40067: 11.3349
Elemento 40068: 11.3351
Elemento 40069: 11.3352
Elemento 40070: 11.3352
Elemento 40071: 11.3353
Elemento 40072: 11.3354
Elemento 40073: 11.3354
Elemento 40074: 11.3358
Elemento 40075: 11.3359
Elemento 40076: 11.3362
Elemento 40077: 11.3362
Elemento 40078: 11.3362
Elemento 40079: 11.3362
Elemento 40080: 11.3363
Elemento 40081: 11.3363
Elemento 40082: 11.3365
Elemento 40083: 11.3366
Elemento 40084: 11.3366
Elemento 40085: 11.3367
Elemento 40086: 11.3368
Elemento 40087: 11.3369
Elemento 40088: 11.3369
Elemento 40089: 11.3372
Elemento 40090: 11.3372
Elemento 40091: 11.3373
Elemento 40092: 11.3373
Elemento 40093: 11.3374
Elemento 40094: 11.3375
Elemento 40095: 11.3376
Elemento 40096: 11.3377
Elemento 40097: 11.3378
Elemento 40098: 11.3378
Elemento 40099: 11.3378
Elemento 40100: 11.3383
Elemento 40101: 11.3383
Elemento 40102: 11.3389
Elemento 40103: 11.339
Elemento 40104: 11.3391
Elemento 40105: 11.3391
Elemento 40106: 11.3391
Elemento 40107: 11.3392
Elemento 40108: 11.3393
Elemento 40109: 11.3393
Elemento 40110: 11.3394
Elemento 40111: 11.3395
Elemento 40112: 11.3396
Elemento 40113: 11.34
Elemento 40114: 11.3401
Elemento 40115: 11.3402
Elemento 40116: 11.3404
Elemento 40117: 11.3405
Elemento 40118: 11.3407
Elemento 40119: 11.3408
Elemento 40120: 11.3409
Elemento 40121: 11.3409
Elemento 40122: 11.3409
Elemento 40123: 11.341
Elemento 40124: 11.341
Elemento 40125: 11.3411
Elemento 40126: 11.3411
Elemento 40127: 11.3412
Elemento 40128: 11.3414
Elemento 40129: 11.3417
Elemento 40130: 11.3417
Elemento 40131: 11.3417
Elemento 40132: 11.3417
Elemento 40133: 11.3418
Elemento 40134: 11.3418
Elemento 40135: 11.3421
Elemento 40136: 11.3422
Elemento 40137: 11.3422
Elemento 40138: 11.3425
Elemento 40139: 11.3425
Elemento 40140: 11.3427
Elemento 40141: 11.3428
Elemento 40142: 11.343
Elemento 40143: 11.3431
Elemento 40144: 11.3434
Elemento 40145: 11.3439
Elemento 40146: 11.3439
Elemento 40147: 11.3439
Elemento 40148: 11.344
Elemento 40149: 11.344
Elemento 40150: 11.344
Elemento 40151: 11.3441
Elemento 40152: 11.3443
Elemento 40153: 11.3444
Elemento 40154: 11.3444
Elemento 40155: 11.3444
Elemento 40156: 11.3447
Elemento 40157: 11.3451
Elemento 40158: 11.3452
Elemento 40159: 11.3452
Elemento 40160: 11.3452
Elemento 40161: 11.3454
Elemento 40162: 11.3458
Elemento 40163: 11.3459
Elemento 40164: 11.3461
Elemento 40165: 11.3461
Elemento 40166: 11.3462
Elemento 40167: 11.3463
Elemento 40168: 11.3463
Elemento 40169: 11.3463
Elemento 40170: 11.3464
Elemento 40171: 11.3465
Elemento 40172: 11.3466
Elemento 40173: 11.3472
Elemento 40174: 11.3472
Elemento 40175: 11.3473
Elemento 40176: 11.3474
Elemento 40177: 11.3475
Elemento 40178: 11.3477
Elemento 40179: 11.3478
Elemento 40180: 11.3479
Elemento 40181: 11.3481
Elemento 40182: 11.3483
Elemento 40183: 11.3485
Elemento 40184: 11.349
Elemento 40185: 11.3491
Elemento 40186: 11.3492
Elemento 40187: 11.3494
Elemento 40188: 11.3497
Elemento 40189: 11.3498
Elemento 40190: 11.3498
Elemento 40191: 11.3498
Elemento 40192: 11.35
Elemento 40193: 11.35
Elemento 40194: 11.3501
Elemento 40195: 11.3501
Elemento 40196: 11.3501
Elemento 40197: 11.3503
Elemento 40198: 11.3503
Elemento 40199: 11.3504
Elemento 40200: 11.3505
Elemento 40201: 11.3507
Elemento 40202: 11.3508
Elemento 40203: 11.351
Elemento 40204: 11.351
Elemento 40205: 11.351
Elemento 40206: 11.3511
Elemento 40207: 11.3511
Elemento 40208: 11.3514
Elemento 40209: 11.3514
Elemento 40210: 11.3515
Elemento 40211: 11.3515
Elemento 40212: 11.3515
Elemento 40213: 11.3516
Elemento 40214: 11.3518
Elemento 40215: 11.3519
Elemento 40216: 11.3521
Elemento 40217: 11.3521
Elemento 40218: 11.3521
Elemento 40219: 11.3523
Elemento 40220: 11.3523
Elemento 40221: 11.3526
Elemento 40222: 11.3527
Elemento 40223: 11.3528
Elemento 40224: 11.3528
Elemento 40225: 11.3528
Elemento 40226: 11.3529
Elemento 40227: 11.3531
Elemento 40228: 11.3533
Elemento 40229: 11.3535
Elemento 40230: 11.3535
Elemento 40231: 11.3536
Elemento 40232: 11.3537
Elemento 40233: 11.3537
Elemento 40234: 11.3539
Elemento 40235: 11.3541
Elemento 40236: 11.3542
Elemento 40237: 11.3543
Elemento 40238: 11.3544
Elemento 40239: 11.3545
Elemento 40240: 11.3547
Elemento 40241: 11.3548
Elemento 40242: 11.355
Elemento 40243: 11.3551
Elemento 40244: 11.3554
Elemento 40245: 11.3558
Elemento 40246: 11.3558
Elemento 40247: 11.3561
Elemento 40248: 11.3561
Elemento 40249: 11.3561
Elemento 40250: 11.3562
Elemento 40251: 11.3565
Elemento 40252: 11.3565
Elemento 40253: 11.3567
Elemento 40254: 11.3568
Elemento 40255: 11.3568
Elemento 40256: 11.3568
Elemento 40257: 11.3569
Elemento 40258: 11.3569
Elemento 40259: 11.357
Elemento 40260: 11.3572
Elemento 40261: 11.3573
Elemento 40262: 11.3577
Elemento 40263: 11.358
Elemento 40264: 11.3583
Elemento 40265: 11.3584
